Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,0,10.0,6,0,KAZ,1.0,ROBINSON C,0 - 0,438,CAN,7:18,Missed,0
Counter attack,1,7.0,6,0,KAZ,1.0,BEKHAZI J,1 - 0,411,CAN,6:51,Goal,1
Extra player shot,1,3.0,6,1,KAZ,1.0,AKILBAYEVA A,1 - 1,361,KAZ,6:01,Goal,1
5m shot,1,5.0,6,1,KAZ,1.0,EGGENS M,1 - 1,336,CAN,5:36,Post,0
Counter attack,2,9.0,6,1,KAZ,1.0,EGGENS C,2 - 1,309,CAN,5:09,Goal,1
Action shot,2,3.0,6,1,KAZ,1.0,AKILBAYEVA A,2 - 1,284,KAZ,4:44,Saved,0
Action shot,2,7.0,6,1,KAZ,1.0,BEKHAZI J,2 - 1,257,CAN,4:17,Saved,0
Centre shot,3,5.0,6,1,KAZ,1.0,EGGENS M,3 - 1,229,CAN,3:49,Goal,1
5m shot,3,4.0,6,1,KAZ,1.0,TUROVA A,3 - 1,204,KAZ,3:24,Saved,0
5m shot,3,7.0,6,1,KAZ,1.0,MYRZABEKOVA Z,3 - 1,161,KAZ,2:41,Saved,0
Counter attack,4,9.0,6,1,KAZ,1.0,EGGENS C,4 - 1,136,CAN,2:16,Goal,1
Action shot,4,7.0,6,1,KAZ,1.0,MYRZABEKOVA Z,4 - 1,63,KAZ,1:03,Missed,0
Counter attack,4,8.0,6,1,KAZ,2.0,FOURNIER S,4 - 1,456,CAN,7:36,Saved,0
Centre shot,5,8.0,6,1,KAZ,2.0,FOURNIER S,5 - 1,456,CAN,7:36,Goal,1
Centre shot,5,11.0,6,2,KAZ,2.0,MIRSHINA A,5 - 2,423,KAZ,7:03,Goal,1
5m shot,5,10.0,6,2,KAZ,2.0,ROBINSON C,5 - 2,393,CAN,6:33,Saved,0
Counter attack,5,4.0,6,2,KAZ,2.0,WRIGHT E,5 - 2,354,CAN,5:54,Saved,0
Counter attack,6,5.0,6,2,KAZ,2.0,EGGENS M,6 - 2,310,CAN,5:10,Goal,1
Action shot,6,12.0,6,2,KAZ,2.0,PERREAULT D,6 - 2,267,CAN,4:27,Saved,0
Action shot,6,3.0,6,2,KAZ,2.0,AKILBAYEVA A,6 - 2,239,KAZ,3:59,Post,0
Action shot,7,5.0,6,2,KAZ,2.0,EGGENS M,7 - 2,145,CAN,2:25,Goal,1
5m shot,7,5.0,6,2,KAZ,2.0,ZAKIROVA K,7 - 2,108,KAZ,1:48,Blocked,0
5m shot,7,11.0,6,2,KAZ,2.0,VALIN S,7 - 2,81,CAN,1:21,Post,0
5m shot,7,2.0,6,2,KAZ,4.0,YEGEMBERDIYEVA A,7 - 2,113,KAZ,1:53,Saved,0
Action shot,18,8.0,6,4,KAZ,4.0,FOURNIER S,18 - 4,94,CAN,1:34,Goal,1
5m shot,18,4.0,6,4,KAZ,4.0,TUROVA A,18 - 4,69,KAZ,1:09,Saved,0
Counter attack,19,8.0,6,4,KAZ,4.0,FOURNIER S,19 - 4,61,CAN,1:01,Goal,1
Action shot,19,3.0,6,4,KAZ,2.0,AKILBAYEVA A,19 - 4,45,KAZ,0:45,Missed,0
5m shot,8,11.0,6,2,KAZ,2.0,VALIN S,8 - 2,30,CAN,0:30,Goal,1
Action shot,8,3.0,6,2,KAZ,2.0,AKILBAYEVA A,8 - 2,10,KAZ,0:10,Saved,0
Counter attack,9,5.0,6,2,KAZ,2.0,EGGENS M,9 - 2,1,CAN,0:01,Goal,1
5m shot,9,11.0,6,2,KAZ,2.0,MIRSHINA A,9 - 2,1,KAZ,0:01,Missed,0
Action shot,10,10.0,6,2,KAZ,3.0,ROBINSON C,10 - 2,453,CAN,7:33,Goal,1
Counter attack,10,8.0,6,2,KAZ,3.0,FOURNIER S,10 - 2,370,CAN,6:10,Missed,0
Extra player shot,10,11.0,6,3,KAZ,3.0,MIRSHINA A,10 - 3,343,KAZ,5:43,Goal,1
Penalty shot,11,12.0,6,3,KAZ,3.0,PERREAULT D,11 - 3,319,CAN,5:19,Goal,1
Penalty shot,11,8.0,6,3,KAZ,3.0,SAICHUK O,11 - 3,307,KAZ,5:07,Post,0
5m shot,12,10.0,6,3,KAZ,3.0,ROBINSON C,12 - 3,288,CAN,4:48,Goal,1
Centre shot,12,4.0,6,3,KAZ,3.0,TUROVA A,12 - 3,227,KAZ,3:47,Missed,0
Counter attack,13,11.0,6,3,KAZ,3.0,VALIN S,13 - 3,210,CAN,3:30,Goal,1
5m shot,13,4.0,6,3,KAZ,3.0,WRIGHT E,13 - 3,175,CAN,2:55,Post,0
5m shot,13,4.0,6,4,KAZ,3.0,TUROVA A,13 - 4,154,KAZ,2:34,Goal,1
Action shot,13,11.0,6,4,KAZ,3.0,MIRSHINA A,13 - 4,97,KAZ,1:37,Saved,0
Extra player shot,14,5.0,6,4,KAZ,3.0,EGGENS M,14 - 4,68,CAN,1:08,Goal,1
5m shot,14,10.0,6,4,KAZ,3.0,ROGA D,14 - 4,0,KAZ,0:00,Saved,0
Action shot,14,8.0,6,4,KAZ,4.0,FOURNIER S,14 - 4,454,CAN,7:34,Saved,0
Action shot,14,3.0,6,4,KAZ,4.0,AKILBAYEVA A,14 - 4,423,KAZ,7:03,Blocked,0
Action shot,14,11.0,6,4,KAZ,4.0,MIRSHINA A,14 - 4,411,KAZ,6:51,Post,0
Action shot,14,8.0,6,4,KAZ,4.0,SAICHUK O,14 - 4,380,KAZ,6:20,Post,0
Action shot,15,2.0,6,4,KAZ,4.0,ALOGBO K,15 - 4,366,CAN,6:06,Goal,1
5m shot,15,8.0,6,4,KAZ,4.0,SAICHUK O,15 - 4,336,KAZ,5:36,Blocked,0
Extra player shot,15,5.0,6,4,KAZ,4.0,EGGENS M,15 - 4,310,CAN,5:10,Blocked,0
Extra player shot,15,3.0,6,4,KAZ,4.0,AKILBAYEVA A,15 - 4,275,KAZ,4:35,Post,0
5m shot,15,3.0,6,4,KAZ,4.0,AKILBAYEVA A,15 - 4,218,KAZ,3:38,Post,0
Action shot,16,4.0,6,4,KAZ,4.0,WRIGHT E,16 - 4,199,CAN,3:19,Goal,1
Action shot,16,11.0,6,4,KAZ,4.0,MIRSHINA A,16 - 4,179,KAZ,2:59,Saved,0
Action shot,17,9.0,6,4,KAZ,4.0,EGGENS C,17 - 4,162,CAN,2:42,Goal,1
Counter attack,20,9.0,6,4,KAZ,4.0,EGGENS C,20 - 4,14,CAN,0:14,Goal,1
5m shot,20,5.0,6,4,KAZ,4.0,ZAKIROVA K,20 - 4,0,KAZ,0:00,Blocked,0
